code,question,ans1,pts1,ans2,pts2,ans3,pts3,ans4,pts4,ans5,pts5
X20B,"Vous êtes à 400 m/sol avec une aile réglée, conditions calmes, vous augmentez progressivement l'incidence et vous provoquez un décrochage :",vous tirez fort au moment de l'abattée pour favoriser la reprise de vitesse puis vous repoussez progressivement pour limiter la survitesse,-6,vous continuez à pousser pour retarder le moment de l'abattée le plus longtemps possible,-6,vous accompagnez l'abattée puis vous amortissez la ressource,6,,,,
X21B,La sortie d'un décrochage s'effectue en général :,en accompagnant la barre de contrôle vers l'arrière car l'appareil veut piquer,3,en retenant la barre de contrôle car l'appareil veut cabrer,-6,a une vitesse plus élevée que le régime de vol finesse/maximum,-6,a une vitesse moins élevée que le régime de vol finesse/maximum,3,,
X22B,Le décrochage dynamique est caractérisé par :,une prise de vitesse initiale,3,une abattée brutale,3,de violentes vibrations dans la barre de contrôle,-6,"un fort taux de chute, une sensation d'enfoncement et des vibrations éventuelles de l'appareil",-6,,
X23M,Vous allez entrer dans une ascendance :,vous vous préparez à pousser,-6,vous conservez le même régime de vol,0,vous vous préparez à tirer légèrement,6,,,,
X24M,"Pour sortir d'une situation d'auto rotation, il faut :","pousser la barre de contrôle au maximum, le corps bien centré",-6,maintenir la vitesse et décentrer le corps au maximum pour redresser l'aile avant qu'il ne soit trop tard,-6,tirer la barre pour réduire l'incidence puis déporter le corps vers l'extérieur comme pour un virage,6,monter dans le trapèze et faire corps avec la machine dans l'adversité,-6,,
X25B,Avant l'atterrissage vous ouvrez votre harnais intégral :,avant la prise de terrain,6,au début de la finale,-6,en fin de finale,-6,,,,
X26M,"Vous êtes contraint de vous poser dans un terrain en pente, vous vous posez :",en travers,-6,à contre-pente,6,dans le sens de la descente,-6,,,,
X27B,"Vous vous préparez à atterrir avec un vent au sol assez fort, environ 20 km/h :",vous accélérez fortement en finale et vous vous préparez à pousser fort,-6,vous maintenez votre vitesse et vous vous préparez à vous poser en douceur sans arrondir,-6,vous accélérez légèrement et vous vous posez en poussant modérément,6,vous restez couché le plus longtemps possible afin de pouvoir piloter et pousser plus facilement en vous relevant,-6,,
X28B,"Vous êtes à quelques mètres du sol, vous vous mettez involontairement en situation de décrochage, il est préférable de :",secouer l'aile pour essayer de parachuter sans décrocher,-6,tirer pour repartir vers l'avant,-6,pousser pour essayer de parachuter et réduire l'abattée,-6,"arrêter de pousser, laisser l'aile s'enfoncer et repousser à fond lorsque le sol approche",6,,
X29B,"Classez les actions suivantes, juste après le décollage : (1 = s'assurer d'être sur une bonne trajectoire à bonne vitesse) (2 = s'installer dans le harnais) (3 = rechercher l'ascendance) :","2, 1, 3",-6,"1, 3, 2",6,"3, 2, 1",-6,,,,
X2V,Une aile neuve doit être essayée :,par le fabriquant ou le revendeur,3,par l'acheteur qui a le « devoir » de l'inaugurer,-6,"a défaut du professionnel concerné, par un pilote habitué une machine de même niveau",3,,,,
X30B,A quel moment doit on ouvrir le drag chute :,"en fin de finale, s'il y a du vent pour être sûr de « rentrer »",-6,lors de son approche et avant l'étape de base,6,en finale si nécessaire,-6,,,,
X31B,"Mon drag chute est ouvert, je suis en finale :","j'ai l'impression d'être un peu long, je peux par une action de pilotage raccourcir ma distance de posé",6,"j'ai l'impression d'être un peu court, je peux par une action de pilotage allonger ma distance de posé",-6,je tire plus que sans drag chute pour ne pas décrocher,-6,,,,
X32B,Le drag chute :,est indispensable dès que l'on a un doute sur sa capacité à atterrir en sécurité : suffisamment loin des bords du terrain d'atterrissage,4,ne s'utilise qu'en cas de besoin,-6,"s'utilise en cas de besoin, mais de toute façon assez périodiquement pour être habitué à l'utiliser",2,un bon pilote n'en a pas besoin,-6,,
X33B,L'intérêt du drag chute est de :,pouvoir modifier beaucoup la vitesse-sol en finale,-6,pouvoir modifier beaucoup la finesse-sol en finale,6,freiner l'aile pour atterrir en douceur,-6,,,,
X34B,Je garde le drag chute à la main en finale :,"si j'ai besoin de l'ouvrir, je cours le risque d'une ouverture mauvaise ou tout simplement lente",3,je cours le risque de le laisser échapper devant le trapèze ou les câbles latéraux,3,c'est la meilleure manière d'être précis,-6,,,,
X35B,Avant l'atterrissage après un très long vol :,je me redresse très tôt dans le harnais et remue les jambes qui sont ankylosées,2,j'envisage le posé sur les roulettes avec le drag chute si je me sent très fatigué,2,je ne change pas mes habitudes c'est le meilleur moyen de faire des conneries,-6,"je sais que la fatigue diminue la lucidité, je me concentre pour faire du « classique propre »",2,,
X36B,La prise de vitesse avant l'atterrissage :,est nécessaire pour garder une bonne vitesse/air car un gradient de vent est possible à l'approche du sol,2,n'est pas indispensable en delta,-6,permet un palier avant l'atterrissage,2,augmente ma maniabilité en cas de turbulences,2,,
X37V,"En finale avant l'atterrissage, vous prenez de la vitesse pour :",traverser la zone de gradient près du sol qui diminue votre vitesse-air,2,augmenter la longueur de votre palier et faciliter le choix du moment du poussé final,2,réduire rapidement votre hauteur-sol et vous trouver en sécurité,-6,garder de la maniabilité en cas de turbulences,2,,
X3B,"Classez les actions suivantes, nécessaires pour ouvrir le parachute : ( 1= tirer sur la poignée ) ( 2= jeter la voile ) ( 3= visualiser un espace libre ) ( 4= monter dans le trapèze ) ( 5= surveiller l'ouverture ) :",1 - 2 - 3 - 4 - 5,-6,3 - 1 - 4 - 2 - 5,-6,4 - 1 - 3 - 2 - 5,-6,1 - 3 - 2 - 5 - 4,6,,
X4B,"En cas d'utilisation du parachute de secours, il faut après l'ouverture :",se pendre après la sangle du parachute,-6,se mettre en boule pour se protéger du choc,-6,garder si possible la barre de contrôle poussée à fond,-6,saisir les montants de trapèze et mettre les pieds sur la barre de contrôle,6,,
X5V,L'effet de sol a comme conséquence :,d'allonger les distances de décollage et d'atterrissage,-6,de raccourcir ces deux distances,-6,d'allonger la distance d'atterrissage et de raccourcir celle de décollage,6,,,,
X6V,"Pour votre sécurité, vous devez faire un essai d'accrochage :",avant chaque décollage,3,sur la zone de montage après la prévol,0,sur la zone de décollage juste avant le décollage,3,,,,
X7V,Un essai d'accrochage juste avant le décollage est nécessaire :,pour ne pas oublier de s'accrocher,2,pour être sur du bon placement des sangles de réglage,2,pour vérifier le passage du harnais au-dessus de la barre de contrôle et éventuellement des instruments,2,,,,
X8V,Le meilleur profil d'un terrain de décollage est tel que vous pourrez :,vous éloignez assez vite du relief,3,facilement courir dans la pente pour atteindre la vitesse de vol,3,longer le relief longtemps pour prendre de la vitesse,-6,,,,
X9B,"Pour une même assiette, le décollage sur une pente forte engendrera par rapport au décollage sur une pente faible, une incidence :",plus forte,6,moins forte,-6,égale,-6,variable selon le vent,-6,,
X27M,La formation fédérale au monitorat de delta :,commence après l'obtention de l'accompagnateur et de l'animateur de club,2,"comprend un stage de formation, un stage en situation et un examen final",4,peut commencer dès l'obtention du brevet de pilote confirmé,-6,est réservée aux futurs moniteurs brevetés d'Etat ou brevets professionnels,-6,,
S10T,Le dossier Tracté est un document qui décrit :,les accidents liés à la pratique du Tracté en France,-6,les bonnes pratiques du Tracté en France,3,la réglementation liée à la pratique du Tracté en France,1,des questions d'assurances de la pratique du Tracté en France,2,,
S11T,Le dossier Tracté est un document qui :,décrit les cursus des formations fédérales,2,décrit les types de treuil et les obligations d'organes de sécurité,2,donne des éléments de théorie du treuil,2,n'a aucune valeur légale,-6,,
S12T,Le dossier Tracté :,n'est pas utile dans la pratique du Tracté au quotidien,-3,est réservé aux treuilleurs et ne doit pas être mis à disposition des pilotes,-3,est validé par le comité directeur de la FFVL,3,est un document écrit par les membres de la commission Tracté,3,,
S13T,La traction à l'australienne (aéronef attaché sur un point fixe qui se déplace ou non) :,est recommandée par la FFVL,-3,est une pratique extrêmement dangereuse,3,peut être pratiquée par n'importe qui du moment que le pilote est breveté,-3,n'est pas couvert pas le contrat d'assurance fédéral,3,,
S14T,La procédure de treuillage :,doit être connue de tous les pilotes avant d'être treuillé,3,peut être différente d'un club à l'autre,1,est superflue si le pilote a de l'expérience,-6,doit être rappelée au briefing de chaque séance,2,,
S15T,Le treuillage indirect (via une poulie de renvoi) :,la poulie de renvoi doit être placée à au moins 250 m du treuil,2,la poulie de renvoi peut être placée à moins de 250 m du treuil,-6,le treuilleur doit être informé de l'angle du câble en temps réel,2,"pour aider le treuilleur, la ligne peut être équipée d'un repère visuel à mi chemin ou aux 2/3 de la distance treuil/poulie",2,,
S16T,Le treuillage à partir d'un bateau :,nécessite des adaptations particulières au milieu aquatique,3,ne nécessite pas d'adaptation particulière des procédures et des matériels,-6,nécessite des adaptations des procédures et des matériels,3,,,,
E17T,La prévention d'une rupture de câble :,oblige le treuilleur à limiter la traction et l'angle de basculement jusqu'à ce que le pilote soit au moins à 50 m de hauteur,3,le pilote doit être conscient d'une possible abattée en cas de rupture de câble plus ou moins forte,3,les câbles de 3 mm en Dyneema sont incassables. La prévention est inutile.,-6,,,,
S18T,La prévention des incidents :,concerne les facteurs techniques uniquement,-6,inclut les facteurs non techniques,2,exige la prise en compte de la rupture éventuelle du câble tracteur,2,requiert une bonne gestion de la trajectoire et l'évitement impératif d'une mise en verrouillage de l'aéronef,2,,
S19T,Le RRT (Responsable Régional Tracté) :,anime les activités Tractés de sa ligue,2,est un bénévole non licencié FFVL ayant aucune connaissance en Tracté,-6,suit le parc de treuils de sa ligue,2,veille au respect du cahier des charges du dossier Tracté,2,,
S20T,Un formateur National Tracté :,forme et qualifie les futurs formateurs treuil,3,est coopté par la commission nationale Tracte fédérale,2,est nommé par le comité Directeur de la FFVL,-6,peut délivrer des qualifications de treuilleur,1,,
S21T,Un formateur treuilleur :,forme les futurs treuilleurs,2,peut nommer un Tuteur pour aider les élèves a acquérir de l'expérience,2,vérifie des prérequis d'entrée en formation,2,a des prérogatives d'enseignement du parapente,-6,,
S22T,Un treuilleur :,encadre des parapentistes/deltistes débutants,-3,treuille des parapentistes/deltistes non brevetés en l'absence de moniteur,-3,"hors présence moniteur, treuille des parapentistes/deltistes ayant au moins le brevet de pilote initial",3,treuille dans le cadre des activités de clubs affiliés,3,,
S23T,Un élève-treuilleur :,treuille sous la responsabilité d'un formateur ou d'un tuteur,3,est un statut obtenu après avoir suivi la préformation,3,est déclaré par le président du club,-3,est déclaré par la communauté des treuilleurs du club,-3,,
S24T,Le RRT (Responsable Régional Tracté) :,est élu par l'assemblée générale de la ligue,2,désigné par la commission Tracté nationale,-6,anime l'activité Tracté de sa ligue en liaison avec le RRF (Responsable Régional de Formation),2,est un relai des clubs vers la commission nationale Tracté,2,,
S25T,Les rapports d'activité édités par la FFVL :,"sont mis à disposition sur l'intranet au niveau club, ligue et fédéral",2,sont disponibles à tous les licenciés,2,sont élaborés par les RRT (Responsable Régional Tracté),-6,sont mis à jour chaque jour,2,,
S26T,Le RRT (Responsable Régional Tracté) :,transmet chaque année les nouvelles demandes des clubs,2,fait parvenir son bilan annuel sur les sujets non pris en compte par les rapports automatiques,4,est un titre honorifique,-6,,,,
S27T,Un élève treuil :,"au préalable, doit être déclaré dans l'intranet fédéral (pilote > Suivi formation > Tracté)",2,doit être en possession d'une qualification aux 1er secours type PSC1 à l'entrée de formation,2,peut être licencié Cerf-Volant ou Boomerang,-6,doit être licencié pratiquant delta/parapente,2,,
S28T,Le formateur treuil :,peut encadrer une formation hors de sa ligue,2,peut être rémunéré pour la prestation de formation s'il n'est pas diplômé d'Etat,-6,peut se faire rembourser les frais de déplacement pour la formation,2,peut organiser une formation au sein de sa ligue,2,,
S29T,Le formateur treuil :,est seul responsable de la qualification délivrée,6,obtient l'autorisation du RRT pour délivrer la qualification,-3,obtient l'accord du RRF pour délivrer la qualification,-3,,,,
S30T,Le statut de tuteur :,"est temporaire, liée à une formation donnée",3,est une qualification fédérale,-2,exerce un rôle dans la prise d'autonomie de l'élève treuilleur,3,a un rôle équivalent au formateur Treuil,-2,,
S31T,La qualification treuil :,est subdivisée en 4 qualifications par type de treuil (fixe/dévidoir) et discipline (delta/parapente),3,est unique quelque soit la discipline,-3,est unique quelque soit le type de treuil,-3,la double qualification fixe & dévidoir dans la discipline est requise sur un treuil mixte,3,,
S32T,La formation treuil :,comporte une partie pratique et théorique,2,permet d'encadrer bénévolement une séance de treuil organisée par un club,2,"hors présence moniteur, permet de treuiller un pilote n'ayant pas validé au moins le niveau vert du passeport de vol libre",-6,est dispensée par un formateur Treuil,2,,
S33T,L'évaluation de l'élève treuilleur :,est assurée par le formateur en contrôle continu,3,peut être évalué par son tuteur lors des stages/séances en situation,2,peut comporter les éléments d'autoévaluation,1,est exclusivement à la charge d'un formateur national,-6,,
S34T,Un treuilleur :,"peut refuser de treuiller pour des raisons techniques, de comportement du pilote ou météo",2,organise la séance et la sécurité des personnes présentes,2,effectue un briefing de début de séance,2,effectue un débriefing de fin de séance,0,,
S35T,Un treuilleur :,choisit le lieu de la séance,2,coordonne les actions des personnes présentes sur le décollage (pilotes/starteurs/spectateurs),2,treuille en fonction de l'expérience du pilote,2,ne s'occupe que de l'acte technique de treuillage,-6,,
S36T,Le treuilleur :,rend compte de la séance au président du club,2,informe son président de club et son RRT de tout problème spécifique rencontré,2,ne s'adapte pas aux changements des conditions météo durant la séance,-6,rend compte de l'activité dans l'intranet fédéral de son club et met à jour le carnet du treuil,2,,
S37T,Le treuilleur :,informe les acteurs autres que du vol libre de la planification de la séance,2,"s'assure que le treuillage est possible (pas de NOTAM, zone aérienne inactive ou autre interdiction temporaire)",2,"le cas échéant, s'assure qu'un NOTAM est déposé à la DSAC",2,se borne à un acte technique,-3,,
S38T,Le treuilleur :,n'a aucun rôle vis à vis de la sécurité des personnes au sol,-6,est responsable d'un périmètre de sécurité autour du treuil,2,décrit clairement la procédure lors du briefing,2,s'assure que la procédure est acquise et comprise par tous les pilotes,2,,
S39T,La formation :,comporte environ 10 h de théorie,2,comporte environ 30 h de pratique,2,dure 6 jours en compacté,2,dure 4 jours en compacté,-6,,
S40T,Le contenu détaillé de la formation de treuilleur :,est consultable sur l'intranet fédéral (pages Tracté),2,est confidentiel,-6,la commission Tracté est chargée de son élaboration et de son suivi,2,"comporte 18 rubriques (Réglementation, Pratique, Procédures, Matériels, Cadre de pratique, etc.)",2,,
S41T,Pour pouvoir treuiller :,les utilisateurs des sites de décollage et d'atterrissage doivent avoir obtenu l'autorisation des propriétaires et l'avis du maire,2,l'avis du maire n'est pas nécessaire,-6,"le cas échéant, avoir obtenu les autorisations des autres usagers de la plateforme",2,"il faut s'être assuré que les autres usagers sont prévenus (NOTAM, etc.)",2,,
S42T,L'activité Tracté :,est agréée par la FFVL,3,est couverte par le contrat fédéral d'assurance (treuilleur et le club),3,est une activité non agréée par la FFVL,-3,doit être couverte par une assurance spécifique,-3,,
S43T,Un treuilleur :,est un encadrant fédéral,2,doit signer une charte d'encadrement chaque année lors de sa prise de licence,2,doit être licencié pratiquant parapente/delta,2,peut être licencié non pratiquant,-6,,
S44T,"En dévidoir, le véhicule tracteur :",doit être assuré en RC couvrant l'activité de treuillage en vol libre,3,peut être assuré par une assurance classique de véhicule,-6,peut être assuré en complément par l'assurance de flotte négociée par la FFVL,3,,,,
S45T,Lors d'un prêt d'un treuil à un autre club affilié :,le club emprunteur est responsable de son utilisation,3,le propriétaire du treuil est responsable de son état au moment du prêt,3,le contrat d'assurance fédéral RC couvre les dégâts matériels et le vol,-6,,,,
S46T,Un pilote non licencié FFVL peut être treuillé :, en aucun cas,-6,s'il est couvert par une RC couvrant la pratique du vol en parapente ou delta en France,3,s'il possède un niveau équivalent au niveau vert (brevet initial),3,,,,
S47T,Un treuilleur étranger non licencié à la FFVL :,peut treuiller s'il prouve qu'il a une qualification treuil dans son pays et que son assurance RC couvre le treuillage en France,4,ne peut pas treuiller en France. Cette pratique est strictement prohibée,-6,on peut lui recommander de se licencier et de passer la qualification fédérale,2,,,,
S48T,Une plateforme de treuil :,est délimitée par un chemin de longueur suffisante,-6,doit prendre en compte une rupture de câbles en tous points de la treuillée,2,ne doit pas comporter d'obstacles sur le cheminement de la ligne au sol,2,ne doit pas comporter d'obstacles dans le cône de décollage,2,,
S49T,Une plateforme de treuil :,peut conduire à un enregistrement sur les cartes aéronautiques suite à l'information à la DSAC,2,peut être déclarée à la DSAC par l'intermédiaire du responsable des zones aérienne de votre ligue,2,peut conduire à l'établissement d'un NOTAM suite à l'information à la DSAC,2,se déclare au niveau du comité directeur du club,-6,,
S50T,Une plateforme de treuil :,doit être déclarée sur l'intranet fédéral pour bénéficier de l'assurance RC terrain de la FFVL,2,la FFVL recommande vivement l'établissement d'une convention d'utilisation,2,ne nécessite aucune démarche administrative,-6,"a une utilisation qui prend en compte des autres usagers aéronautiques (ULM, Vol à vol, aéromodélisme, etc.)",2,,
S51T,Un treuil doit :,être déclaré dans l'intranet du club pour bénéficier de l'assurance en RC lors de son utilisation,2,être opéré par un treuilleur dédié au treuillage à l'instant t,2,"en dévidoir, être éventuellement opéré/manipulé par le conducteur du véhicule tracteur",-6,être conforme au cahier des charges (dossier Tracté FFVL),2,,
S52T,Un treuil doit :,être équipé d'un coupe câble efficace,2,être équipé d'un système de mesure de tension direct ou indirect,2,est équipé d'un gyrophare allumé sur le treuil lorsqu'il est en fonctionnement,2,ne nécessite pas d'organes de sécurité spécifiques,-6,,
S53T,Sur aérodrome :,un gyrophare ou une lampe à éclat doit être installé sur le véhicule navette tireur de câble ou tracteur,3,le treuilleur informe les usagers aéronautique de l'activité sur la fréquence de l'aérodrome,3,la police de l'air régule l'enchaînement des treuillées et des décollages d'avions/ULM,-3,le chef pilote de l'aérodrome régule l‘enchaînement des treuillées et des décollages d'avions/ULM,-3,,
S54T,Un treuilleur fraîchement qualifié :,"hors présence moniteur, peut immédiatement treuiller les pilotes débutants",-3,peut immédiatement treuiller des biplaces,2,doit acquérir une certaine expérience avant de treuiller des pilotes débutants ou des biplaces,2,doit progressivement acquérir de l'expérience pour être parfaitement à l'aise dans toutes les conditions météo,2,,
S55T,Un starter :,est généralement un pilote rompu aux procédures du club et au treuillage,2,n'est pas sous la responsabilité du treuilleur,-6,est désigné par le treuilleur,2,est les yeux et les oreilles du treuilleur,2,,
S56T,Un starter :,peut faire une double vérification du pilote (double check attaches/secours/casque),2,"transmet au treuilleur les consignes du pilote (gonflage, décollage)",2,transmet ce qu'il voit sans se soucier du pilote,-6,"ne transmet pas de consignes de décollage si la voile n'est pas parfaitement centrée, même si le pilote le demande",2,,
S57T,"Avec une qualification treuil fixe delta, je peux :",treuiller un delta sur treuil dévidoir,-2,treuiller un parapente sur treuil fixe,-2,treuiller un delta sur treuil fixe,6,treuiller un parapente sur treuil dévidoir,-2,,
L58T,Il existe plusieurs type de treuils :,fixe,2,mixte,2,combinés,-6,dévidoir,2,,
L59T,Il existe plusieurs type de treuils :,amateur & professionnel,-6,autonome,2,dévidoir,2,fixe,2,,
L60T,"Un treuil innovant, dont la technique n'est pas décrite dans le dossier Tracté",est automatiquement assuré dès qu'il est déclaré,-6,doit être validé par la commission Tracté avant sa mise en service,3,peut être encouragé par la commission,0,l'innovation est encouragée par la commission Tracté,3,,
L61T,Un treuil doit être équipé d'organes de sécurité :,un coupe câble efficace,2,un feu à éclat,2,une mesure de tension du câble directe ou indirecte,2,aucun organe de sécurité n'est obligatoire,-6,,
L62T,La ligne :,"doit être de diamètre suffisant (généralement 2,5 mm² ou 3 mm²)",2,ne doit pas être fixée au tambour et rester libre,2,doit être libre lorsque la tension est relâchée,2,ne peut pas être réparée par une épissure après une rupture quand elle est en dyneema,-6,,
L63T,Le parachute de ligne :,peut être de type parafoil,3,peut être de type semi-hémisphérique,3,n'est pas jamais nécessaire,-6,,,,
L64T,Le parachute de ligne :,sert à ce que le trancannage soit efficace,2,est pratique mais pas obligatoire,-6,est utile pour le câble soit correctement rembobiné,4,,,,
L65T,La drisse installée après le parachute de ligne :,permet au pilote de ne pas avoir le parachute de ligne dans les pieds,2,"joue un rôle d'amortisseur car la ligne n'est pas élastique (Dyneema, ...)",2,est optionnelle et est un gadget,-6,doit avoir une résistance appropriée,2,,
N66T,Il existe plusieurs types de largueur de parapente :,type V de traction fixe,2,type V de traction déformable,2,type à collerette déformable,-6,type à barrette,2,,
L67T,Un largueur :,ne comporte généralement pas de pièces métalliques lourdes,2,doit être obligatoirement homologué,-6,est à installer préférentiellement au niveau de la boucle d'accrochage des maillons principaux des élévateurs de la voile,4,,,,
N68T,Le largueur :,doit être installé selon les recommandations du constructeur de la voile et de de la sellette,3,peut être installé sur n'importe quel point d'accrochage (sellette ou voile),-6,la commission Tracté propose une méthode d'accrochage recommandée par les constructeurs,3,,,,
L69T,Le coupe câble :,n'est pas un organe de sécurité et ne nécessite pas une attention particulière,-6,doit être testé régulièrement,2,doit être capable de couper le câble en tension ET sans tension,3,son test peut être consigné dans un document au même titre que les EPI,1,,
S70T,L'enregistrement du treuil sur l'intranet fédéral :,doit comporter des photos du treuil illustrant les organes de sécurité,2,est facultatif,-6,est obligatoire pour bénéficier de l'assurance RC fédérale,2,celui qui l'enregistre atteste sa conforme au cahier des charges du dossier Tracté,2,,
S71T,Un klaxon :,son installation est très utile comme signal d'alerte,4,est superflu,-6,son installation est recommandée,2,,,,
R72T,Un fusible sur le largueur des deltas :,peut être utilisé,3,n'est pas obligatoire,3,évite la mise en verrouillage,-6,,,,
S73T,Le treuil est identifié par un numéro d'enregistrement :,il est attribué lors de sa 1re déclaration sur l'intranet fédéral,2,"la commission Tracté envoie, en fin d'année de sa déclaration, les plaques signalétiques affichant le numéro d'enregistrement",2,le numéro d'enregistrement est optionnel,-6,la plaque signalétique doit être fixée sur le treuil dès sa réception,2,,
S74T,Le treuil :,ne doit jamais être contrôlé après sa déclaration,-6,doit être régulièrement entretenu et contrôlé,3,le président du club est juridiquement responsable de sa maintenance,3,,,,
E75T,"En parapente, une tension de traction est appliquée :","le facteur de charge maximale recommandé est de 1,6",2,"à tension constante, le facteur de charge varie selon l'angle du câble",2,"si le facteur de charge est de 1,6 à 20° d'inclinaison de câble, à tension constante, il est de 2 à 80°",2,"il est inutile de se préoccuper de ce point, le moteur du treuil n'est généralement pas assez puissant pour mettre en péril l'aéronef",-6,,
S76T,Une déclaration de piste de treuil :,passe en commission CCGRAGALS de votre DSAC dont dépend votre département,2,est relayée par l'intermédiaire du responsable des espaces aériens de la ligue,2,ne demande que l'autorisation du maire et du propriétaire,-6,un NOTAM est nécessaire en attendant la validation au CCGRALALS,2,,
S77T,Le check radio avant le décollage :,est effectué par le treuilleur,3,est intégré à la procédure de treuillage,3,"le pilote restant à vue, n'est pas utile",-3,est inutile car l'emport d'une radio n'est pas obligatoire,-3,,
E78T,"Lors d'une treuillée, le facteur de charge :","ne doit pas dépasser 1,6",2,"à tension constante sur le câble,varie suivant l'angle du câble",2,"est de 1, comme en vol stabilisé non tracté",-6,doit être géré par le treuilleur par une action sur la force de traction,2,,
E79T,L'incidence du parapente :,est très fortement élevée lors des treuillées,-3,est quasiment identique à un vol stabilisé lors d'une treuillée stabilisée,3,augmente transitoirement lors de l'augmentation de la traction,3,n'est pas à prendre en compte,-3,,
U80T,"Durant la treuillée, le treuilleur :",demande au pilote des corrections afin de garder l'envergure de la voile perpendiculaire au câble,3,"en cas extrême (mise en verrouillage, etc.), doit guillotiner le câble",1,relâche progressivement la tension si le pilote n'arrive pas à corriger sa trajectoire,2,relâche brutalement toute la tension si le pilote n'arrive pas à corriger sa trajectoire,-6,,
A81T,"Lors de la préparation d'une séance, le treuilleur :",vérifie aussi les vitesses de vent prévues dans le box de treuillage,3,"peu importe les vitesses de vent en altitude proche, seule celle au sol est importante",-6,le gradient de vent peut fausser la vitesse de vent dans le box de treuillage,3,,,,
S82T,"Avec un treuil dévidoir, installé sur un véhicule ou un bateau :",2 personnes distinctes sont à la manœuvre : un treuilleur et un chauffeur,2,le chauffeur s'occupe exclusivement de la trajectoire et de la vitesse du véhicule ou du bateau,2,le treuilleur est responsable de la treuillée et donne les consignes de vitesse/trajectoire au chauffeur,2,on peut treuiller et conduire en même temps,-6,,
S83T,"En dévidoir, sur bateau ou véhicule, le chauffeur :",est responsable de la trajectoire du véhicule tracteur et informe le treuilleur de la progression,2,doit indiquer au treuilleur tout obstacle sur sa trajectoire y compris en l'air,2,peut demander au treuilleur d'avorter la treuillée en cas de danger imminent,2,se limite à appliquer les consignes du treuilleur,-6,,
L84T,Un largueur :,doit être cousu avec soin,2,doit être cousu avec du fil adapté et résistant aux UV,4,peut être bricolé sans attention particulière,-6,,,,
L85T,Pour réparer une ligne en Dyneema :,un nœud solide est plus résistant qu'une épissure,-4,une épissure doit utiliser un brin de longueur 100 fois le diamètre de la ligne,6,une épissure diminue fortement la résistance de la ligne,-2,,,,
L86T,La ligne :,est équipée d'un parachute de ligne de couleur vive,2,"pour accrocher le pilote, se termine par une boucle de la même matière que la ligne",-6,"pour accrocher le pilote, se termine par un anneau métallique adapté de fin de ligne ou d'accrochage",2,peut comporter une drisse en corde dynamique de diamètre 6 à 10 m pour absorber les chocs,2,,
F1BM,"Vous prévoyez une journée de vol, le jours J les prévisions météo se sont dégradées :","j'ai posé une journée de congé, je vais sur site, ça devrait le faire",-3,"je prévois toujours un plan « B », je fais autre chose",3,"même si les conditions sont moyennes, je trouverais bien un créneau pour voler",-3,"conscient du biais cognitif des dépenses irrécupérables, je vais sur site avec un plan « B »",3,,
F2B,"Pilote niveau Brevet, je vole 40 h/an, je décide de changer d'aile, je choisis :",une aile plus performante que la précédente et d'une catégorie d'homologation supérieure,-3,une aile d'occasion pas trop chère,0,une aile adaptée à mon niveau de pratique actuel,6,une aile qui me donnera satisfaction quand j'aurais progressé,-3,,
F3B,"En approche, j'utilise mon regard :","pour rester concentré sur le point d'aboutissement, je fixe ce point le plus possible",-6,"pour avoir une bonne vision en 3D je déplace mon regard régulièrement, en haut, en bas, sur les côtés, sur le terrain...",2,"pour ne pas me faire surprendre, je visualise les obstacles et je verbalise leur présence",2,en finale je relève le regard pour accepter plus facilement la prise de vitesse,2,,
F4B,Etre en rapport avec d'autres pilotes est important :,cela me permet de me mesurer à leurs performances,0,"pour partager nos analyses, nos décisions, et faire mes choix avec plus d'éléments",3,permet d'échanger sur nos expériences et de trouver des modes de pratiques plus sûrs,3,"m'évite d'avoir à faire une analyse trop compliquée, s'ils volent c'est que c'est bon pour moi",-6,,
F5B,La connaissance de soi en tant que pilote passe par une connaissance :,des facteurs techniques,2,du renoncement,2,des facteurs non techniques,2,,,,
F6B,"Parmi ces domaines de compétences du pilote, quelles sont celles non techniques ?",SIV,-6,Gestion du vol,2,décisions,2,Environnement communautés,2,,
F7VBM,Les domaines de compétences techniques et non techniques du pilote :,évoluent tout au long de la formation du pilote,4,sont acquis par le pilote a un moment donné et ne peuvent évoluer,-6,s'acquièrent par approfondissements pratiques et théoriques,2,,,,
F8VBM,"Parmi ces différentes compétences, quelles sont celles à développer pour devenir un pilote de parapente :",humilité,2,connaissance de soi,2,capacité de prise de décision,2,sur-confiance en soi,-6,,
F9BM,"Vous arrivez sur un décollage très fréquenté, il y beaucoup de spectateurs, la tension monte, par quels moyens pouvez-vous gérer votre stress ?",Technique de respiration,2,Mentalisation du décollage et du plan de vol,2,"Se mettre dans sa bulle (échauffement, musique, méditation, prévol, ...)",2,Se précipiter pour vite décoller et passer à autre chose,-6,,
F10B,"Vous venez d'acheter une nouvelle voile plus performante, dans quelles conditions aérologiques allez-vous la prendre en main ?",Le matin dans des conditions calmes,2,Sur un site connu,2,Dans des conditions thermiques pour tout de suite voir ce qu'elle a dans le ventre,-6,Avec votre sellette habituelle,2,,
F11BM,En fonction de quels éléments fixez-vous vos objectifs de vol ?,Votre état de fatigue physique et mental du jour,2,De votre niveau technique,2,Des copains qui volent avec vous,-6,Des conditions du jour,2,,
